taxon_name,family_common_name,taxon_scientific_name,family_scientific_name,order,population,status
Eyre Peninsula Western Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis textilis myall,Maluridae,Passeriformes,Endemic,Vulnerable
Shark Bay Western Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis textilis textilis,Maluridae,Passeriformes,Endemic,Least concern
Lake Frome Thick-billed Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis modestus curnamona,Maluridae,Passeriformes,Endemic,Near threatened
Western Thick-billed Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis modestus indulkanna,Maluridae,Passeriformes,Endemic,Least concern
Eastern Thick-billed Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis modestus inexpectatus,Maluridae,Passeriformes,"Extinct, Endemic",Extinct
MacDonnell Ranges Thick-billed Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis modestus modestus,Maluridae,Passeriformes,"Extinct, Endemic",Extinct
Flinders Ranges Thick-billed Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis modestus raglessi,Maluridae,Passeriformes,Endemic,Vulnerable
Southern Eastern Bristlebird,Bristlebirds,Dasyornis brachypterus brachypterus,Dasyornithidae,Passeriformes,Endemic,Endangered
Northern Eastern Bristlebird,Bristlebirds,Dasyornis brachypterus monoides,Dasyornithidae,Passeriformes,Endemic,Critically endangered
Coorong Rufous Bristlebird,Bristlebirds,Dasyornis broadbenti broadbenti,Dasyornithidae,Passeriformes,Endemic,Least concern
Otways Rufous Bristlebird,Bristlebirds,Dasyornis broadbenti caryochrous,Dasyornithidae,Passeriformes,Endemic,Least concern
Upland Pilotbird,Thornbills and Gerygones,Pycnoptilus floccosus floccosus,Acanthizidae,Passeriformes,Endemic,Least concern
Lowland Pilotbird,Thornbills and Gerygones,Pycnoptilus floccosus sandlandi,Acanthizidae,Passeriformes,Endemic,Least concern
Wet Tropics Yellow-throated Scrubwren,Thornbills and Gerygones,Sericornis citreogularis cairnsi,Acanthizidae,Passeriformes,Endemic,Least concern
Southern Yellow-throated Scrubwren,Thornbills and Gerygones,Sericornis citreogularis citreogularis,Acanthizidae,Passeriformes,Endemic,Least concern
Central Yellow-throated Scrubwren,Thornbills and Gerygones,Sericornis citreogularis intermedius,Acanthizidae,Passeriformes,Endemic,Least concern
Kangaroo Island White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis ashbyi,Acanthizidae,Passeriformes,Endemic,Least concern
West Coast White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis balstoni,Acanthizidae,Passeriformes,Endemic,Least concern
Flinders Island White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis flindersi,Acanthizidae,Passeriformes,Endemic,Least concern
South-eastern White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis frontalis,Acanthizidae,Passeriformes,Endemic,Least concern
Southern Mainland White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis harterti,Acanthizidae,Passeriformes,Endemic,Least concern
Northern White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis laevigaster,Acanthizidae,Passeriformes,Endemic,Least concern
South-western White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis maculatus,Acanthizidae,Passeriformes,Endemic,Least concern
Nullarbor Coast White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis mellori,Acanthizidae,Passeriformes,Endemic,Least concern
Mount Lofty Ranges White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis rosinae,Acanthizidae,Passeriformes,Endemic,Least concern
Central east Coast White-browed Scrubwren,Thornbills and Gerygones,Sericornis frontalis tweedi,Acanthizidae,Passeriformes,Endemic,Least concern
Southern Tasmanian Scrubwren,Thornbills and Gerygones,Sericornis humilis humilis,Acanthizidae,Passeriformes,Endemic,Least concern
King Island Tasmanian Scrubwren,Thornbills and Gerygones,Sericornis humilis tregellasi,Acanthizidae,Passeriformes,Endemic,Least concern
Gippsland Large-billed Scrubwren,Thornbills and Gerygones,Sericornis magnirostra howei,Acanthizidae,Passeriformes,Endemic,Least concern
East Coast Large-billed Scrubwren,Thornbills and Gerygones,Sericornis magnirostra magnirostris,Acanthizidae,Passeriformes,Endemic,Least concern
Wet Tropics Large-billed Scrubwren,Thornbills and Gerygones,Sericornis magnirostra viridior,Acanthizidae,Passeriformes,Endemic,Least concern
Northern Cape York Tropical Scrubwren,Thornbills and Gerygones,Sericornis beccarii minimus,Acanthizidae,Passeriformes,Endemic,Least concern
Southern Cape York Tropical Scrubwren,Thornbills and Gerygones,Sericornis beccarii dubius,Acanthizidae,Passeriformes,Endemic,Least concern
King Island Scrubtit,Thornbills and Gerygones,Acanthornis magna greenianus,Acanthizidae,Passeriformes,Endemic,Critically endangered
Tasmanian Scrubtit,Thornbills and Gerygones,Acanthornis magna magnus,Acanthizidae,Passeriformes,Endemic,Least concern
Mount Lofty Ranges Chestnut-rumped Heathwren,Thornbills and Gerygones,Calamanthus pyrrhopygius parkeri,Acanthizidae,Passeriformes,Endemic,Endangered
Flinders Ranges Chestnut-rumped Heathwren,Thornbills and Gerygones,Calamanthus pyrrhopygius pedleri,Acanthizidae,Passeriformes,Endemic,Vulnerable
Eastern Chestnut-rumped Heathwren,Thornbills and Gerygones,Calamanthus pyrrhopygius pyrrhopygia,Acanthizidae,Passeriformes,Endemic,Least concern
Eastern Mallee Shy Heathwren,Thornbills and Gerygones,Calamanthus cautus cautus,Acanthizidae,Passeriformes,Endemic,Least concern
Kangaroo Island Shy Heathwren,Thornbills and Gerygones,Calamanthus cautus halmaturina,Acanthizidae,Passeriformes,Endemic,Least concern
Riverina Shy Heathwren,Thornbills and Gerygones,Calamanthus cautus macrorhyncha,Acanthizidae,Passeriformes,Endemic,Least concern
Western Shy Heathwren,Thornbills and Gerygones,Calamanthus cautus whitlocki,Acanthizidae,Passeriformes,Endemic,Least concern
